관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
43113-00088,오산근린공원,근린공원,,충청북도 청주시 흥덕구 옥산면 오산리 114-1,36.395901,127.221626,24120,,,,,,2004-02-13,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00062,탑연공원,근린공원,,충청북도 청주시 흥덕구 강내면 탑연리 산16-4,36.61634398,127.3580891,73936,,,,,,1999-03-27,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00063,연초공원,근린공원,,충청북도 청주시 흥덕구 복대동 3369,36.381635,127.262365,10000,,,,,,2000-06-30,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00064,덕암,어린이공원,,충청북도 청주시 흥덕구 봉명동 2392,36.654622,127.458184,2381,,,,,,2000-06-30,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,2020-07-16,5710000,충청북도 청주시
43113-00065,꿈동산,어린이공원,,충청북도 청주시 흥덕구 봉명동 2558,36.650658,127.459817,2394,,,,,,2000-06-30,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,2020-07-16,5710000,충청북도 청주시
43113-00066,감나무실,근린공원,,충청북도 청주시 흥덕구 가경동 1692,36.365379,127.262258,48723,,,,,,2000-12-23,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00067,뜨란채,어린이공원,,충청북도 청주시 흥덕구 가경동 1579-1,36.618942,127.440571,1500,,,,,,2000-12-23,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,2020-07-16,5710000,충청북도 청주시
43113-00068,서경,어린이공원,,충청북도 청주시 흥덕구 가경동 1582,36.617558,127.441363,1500,,,,,,2000-12-23,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,2020-07-16,5710000,충청북도 청주시
43113-00069,푸른,어린이공원,,충청북도 청주시 흥덕구 가경동 1694,36.615645,127.440432,1500,,,,,,2000-12-23,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,2020-07-16,5710000,충청북도 청주시
43113-00070,짐대,어린이공원,,충청북도 청주시 흥덕구 복대동 3321,36.638209,127.434436,1560,,,,,,2001-04-13,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,2020-07-16,5710000,충청북도 청주시
43113-00071,중간,어린이공원,,충청북도 청주시 흥덕구 복대동 3249,36.640024,127.430991,1744,,,,,,2001-04-13,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,2020-07-16,5710000,충청북도 청주시
43113-00072,휴암공원(65호),근린공원,,충청북도 청주시 흥덕구 휴암동 산82-20,36.372891,127.243809,517408,,,,,,2002-02-09,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00073,내곡공원(62호),근린공원,,충청북도 청주시 흥덕구 내곡동 산13-26,36.395267,127.255344,211947,,,,,,2002-02-09,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00074,상신공원(58호),근린공원,,충청북도 청주시 흥덕구 상신동 산27,36.395796,127.261621,92792,,,,,,2002-02-09,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00075,송절공원(59호),근린공원,,충청북도 청주시 흥덕구 문암동 산35,36.395642,127.271241,43774,,,,,,2002-02-09,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00076,백로공원(60호),근린공원,,충청북도 청주시 흥덕구 송절동 산96,36.394129,127.272554,62418,,,,,,2002-02-09,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00077,남촌공원(64호),근린공원,,충청북도 청주시 흥덕구 남촌동 산9,36.392901,127.251938,96454,,,,,,2002-02-09,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00078,화계공원(61호),근린공원,,충청북도 청주시 흥덕구 화계동 22-1,36.391379,127.264783,156560,,,,,,2002-02-09,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00079,외북공원(63호),근린공원,,충청북도 청주시 흥덕구 외북동 산2-3,36.391151,127.253628,44631,,,,,,2002-02-09,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00080,근린공원5(만수공원),근린공원,,충청북도 청주시 흥덕구 오송읍 만수리 512,36.374204,137.202661,33258,,,,,,2003-04-18,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4433,2020-07-16,5710000,충청북도 청주시
43113-00057,동터골,어린이공원,,충청북도 청주시 흥덕구 복대동 2685,36.374968,127.255243,1502,,,,,,1995-11-08,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,2020-07-16,5710000,충청북도 청주시
43112-00042,달천,어린이공원,,충청북도 청주시 서원구 성화동 334,36.615106,127.446814,3495,,,,,,2000-12-23,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00043,월천,어린이공원,,충청북도 청주시 서원구 죽림동 294,36.613495,127.443376,1500,,,,,,2000-12-23,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00044,장전공원(70호),근린공원,,충청북도 청주시 서원구 성화동 624,36.355466,127.264032,11914,,,,,,2003-12-05,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00045,성화공원(71호),근린공원,,충청북도 청주시 서원구 성화동 630,36.353553,127.265279,31609,,,,,,2003-12-05,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00046,장전,어린이공원,,충청북도 청주시 서원구 성화동 437,36.617339,127.454982,1579,,,,,,2003-12-05,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00047,긴발재,어린이공원,,충청북도 청주시 서원구 성화동 613,36.618095,127.460161,1590,,,,,,2003-12-05,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00019,원마루공원,근린공원,,충청북도 청주시 서원구 분평동 1363,36.361406,127.294504,10358,,,,,,1994-08-17,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
46890-00011,구동공원,소공원,전라남도 완도군 금일읍 구동2길 4,,34.352471,127.0354375,1021,,,,,,1984-04-03,,,2020-08-06,4990000,전라남도 완도군
43112-00020,원평,어린이공원,,충청북도 청주시 서원구 분평동 1210,36.363181,127.292507,1556,,,,,,1994-08-17,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00021,푸른,어린이공원,,충청북도 청주시 서원구 분평동 1203,36.363516,127.293366,2401,,,,,,1994-08-17,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00022,옹달샘,어린이공원,,충청북도 청주시 서원구 분평동 1201,36.363501,127.294688,1821,,,,,,1994-08-17,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00023,분평,어린이공원,,충청북도 청주시 서원구 분평동 1248,36.362389,127.291673,1610,,,,,,1994-08-17,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00024,새마루,어린이공원,,충청북도 청주시 서원구 분평동 1256,36.362394,127.293906,1500,,,,,,1994-08-17,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00025,파랑새,어린이공원,,충청북도 청주시 서원구 분평동 1260,36.363021,127.294787,2371,,,,,,1994-08-17,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00026,까치,어린이공원,,충청북도 청주시 서원구 분평동 1262,36.362061,127.294909,1541,,,,,,1994-08-17,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00027,새뜸,어린이공원,,충청북도 청주시 서원구 분평동 1388,36.361648,127.292397,1500,,,,,,1994-08-17,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00028,샛별,어린이공원,,충청북도 청주시 서원구 분평동 1367,36.361332,127.293358,1559,,,,,,1994-08-17,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00029,샛별,어린이공원,,충청북도 청주시 서원구 산남동 1096,36.609087,127.472419,1526.9,,,,,,1994-08-17,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00030,은하수,어린이공원,,충청북도 청주시 서원구 분평동 1361,36.361567,127.295068,2553,,,,,,1994-08-17,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00031,중삼공원,근린공원,,충청북도 청주시 서원구 현도면 중삼리 54,36.295734,127.245754,21645,,,,,,1995-01-07,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00032,죽전공원,근린공원,,충청북도 청주시 서원구 현도면 죽전리 660,36.301253,127.251712,15073,,,,,,1995-01-07,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00033,달계공원,어린이공원,,충청북도 청주시 서원구 현도면 달계리 555-2,36.621852,127.369296,1500,,,,,,1995-01-07,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00034,과수원,어린이공원,,충청북도 청주시 서원구 현도면 매봉리 271-4,36.473831,127.427247,1500,,,,,,1995-01-07,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00035,불무공원,근린공원,,충청북도 청주시 서원구 개신동 690,36.365573,127.265957,11710,,,,,,1997-07-07,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00036,강뜰,어린이공원,,충청북도 청주시 서원구 개신동 587,36.623182,127.443899,2807,,,,,,1997-07-07,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00037,바람골,어린이공원,,충청북도 청주시 서원구 개신동 633,36.620589,127.447231,2791,,,,,,1997-07-07,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00038,배티,어린이공원,,충청북도 청주시 서원구 개신동 614,36.62184669,127.4489798,3117,,,,,,1997-07-07,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00039,새터,어린이공원,,충청북도 청주시 서원구 개신동 636,36.619976,127.449817,3215,,,,,,1997-07-07,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00040,꿈동산,어린이공원,,충청북도 청주시 서원구 산남동 745,36.609501,127.465853,2045.5,,,,,,2000-06-30,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43112-00041,오리골공원,근린공원,,충청북도 청주시 서원구 성화동 산80-7,36.363251,127.271041,44334,,,,,,2000-06-30,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4432,2020-07-16,5710000,충청북도 청주시
43113-00058,중하,어린이공원,,충청북도 청주시 흥덕구 비하동 716,36.374597,127.253813,1537,,,,,,1995-11-08,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,2020-07-16,5710000,충청북도 청주시
43113-00059,송골,어린이공원,,충청북도 청주시 흥덕구 가경동 1470-13,36.622015,127.432736,1500,,,,,,1995-11-08,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,2020-07-16,5710000,충청북도 청주시
43113-00060,강변,어린이공원,,충청북도 청주시 흥덕구 가경동 1551,36.619343,127.441896,2801,,,,,,1997-07-07,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,2020-07-16,5710000,충청북도 청주시
43113-00061,통수,어린이공원,,충청북도 청주시 흥덕구 가경동 1486-2,36.371005,127.262321,1768.4,,,,,,1997-07-07,충청북도 청주시 푸른도시사업본부 공원관리과,043-201-4435,2020-07-16,5710000,충청북도 청주시
44210-00085,서산 제1호 수변공원,수변공원,,충청남도 서산시 예천동 1503,36.76259609,126.4495679,67500,,,,,,,충청남도 서산시청,041-660-2199,2022-07-31,4530000,충청남도 서산시
44210-00086,서산 제2호 수변공원,수변공원,,충청남도 서산시 예천동 1721,36.76238519,126.4502414,59240,,,,,,,충청남도 서산시청,041-660-2199,2022-07-31,4530000,충청남도 서산시
44210-00087,대산 제36호 체육공원,체육공원,,충청남도 서산시 대산읍 대죽리 1162,36.99454451,126.4100591,70340,,,,,,,충청남도 서산시청,041-660-2199,2022-07-31,4530000,충청남도 서산시
44210-00088,남1공원,체육공원,,충청남도 서산시 지곡면 무장리 1698,36.85023747,126.4551563,195984,,,,,,,충청남도 서산시청,041-660-2199,2022-07-31,4530000,충청남도 서산시
44210-00089,석림공원,근린공원,,충청남도 서산시 석림동 758-1,36.76995218,126.4600165,29078,,,,,,,충청남도 서산시청,041-660-2199,2022-07-31,4530000,충청남도 서산시
11740-00041,게내공원,어린이공원,서울특별시 강동구 상일로5길26(상일동),서울특별시 강동구 상일동 278,37.549262,127.171472,1500,체력단련기구,모래놀이터,음수대,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2022-07-21,3240000,서울특별시 강동구
11740-00042,까치공원,어린이공원,,서울특별시 강동구 상일동 177,37.547741,127.1621552,1965.8,농구장+체력단련기구,조합놀이대+그네,,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2022-07-21,3240000,서울특별시 강동구
11740-00043,하늬공원,어린이공원,,서울특별시 강동구 상일동 175,37.546126,127.1597286,2233.2,,조합놀이대+그네+흔들놀이+모래놀이터,음수대,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2022-07-21,3240000,서울특별시 강동구
